,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
592,location_3:Q11_feat2,8.332608428397624,location_3,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,"Public (park, street etc)"
77,location_1:Q7_feat1,8.19222452279143,location_1,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario location,Home
78,location_1:Q6_feat3,7.755853289415118,location_1,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario location,Home
79,location_1:Q8_feat2,7.672994747618624,location_1,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario location,Home
257,Relationship_1:Q1_feat4,7.5785579254402755,Relationship_1,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario relation,alone
249,Relationship_1:Q4_feat3,7.486869046559246,Relationship_1,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,alone
524,location_2:Q4_feat1,6.610754028309448,location_2,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
145,Relationship_3:Q1_feat4,6.363215525683255,Relationship_3,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario relation,weak ties
300,Relationship_1:Q4_feat1,6.249456321298214,Relationship_1,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario relation,alone
480,location_2:Q11_feat2,6.209799609396035,location_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,"Semi private places (resturants, coffee shop etc)"
479,location_2:Q10_feat3,6.203942748053849,location_2,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,"Semi private places (resturants, coffee shop etc)"
591,location_3:Q10_feat3,6.030081136691062,location_3,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,"Public (park, street etc)"
603,location_3:Q12_feat5,5.899581589958158,location_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario location,"Public (park, street etc)"
80,location_1:Q12_feat2,5.762537073566137,location_1,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario location,Home
594,location_3:Q3_feat3,5.711510727321285,location_3,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,"Public (park, street etc)"
496,location_2:Q1_feat2,5.706282085521827,location_2,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
81,location_1:Q7_feat3,5.638855236318455,location_1,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario location,Home
418,Relationship_2:Q7_feat2,5.4628623994777294,Relationship_2,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario relation,strong ties
83,location_1:Q3_feat1,5.3607762841627355,location_1,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario location,Home
84,location_1:Q1_feat5,5.227939503645014,location_1,Q1_feat5,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using virtual/digital keyboard on a screen ,Scenario location,Home
424,Relationship_2:Desktop_Computer_Q9_feat4,5.085106382978724,Relationship_2,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario relation,strong ties
501,location_2:Desktop_Computer_Q11_feat3,5.085106382978724,location_2,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
463,location_2:Desktop_Computer_Q12_feat5,5.085106382978724,location_2,Desktop_Computer_Q12_feat5,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
536,location_2:Desktop_Computer_Q9_feat4,5.085106382978724,location_2,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario location,"Semi private places (resturants, coffee shop etc)"
425,Relationship_2:Desktop_Computer_Q5_feat6,5.085106382978724,Relationship_2,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario relation,strong ties
408,Relationship_2:Desktop_Computer_Q3_feat4,5.085106382978724,Relationship_2,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario relation,strong ties
502,location_2:Desktop_Computer_Q5_feat2,5.085106382978724,location_2,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
399,Relationship_2:Desktop_Computer_Q1_feat3,5.085106382978724,Relationship_2,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  ,Scenario relation,strong ties
